  -2.316891519136409  -4.860772109745655  -7.202401174073962  -9.341270768419767 -11.294141164073514 -13.077148580231404 -14.705066034010265 -16.191383506804012 -17.548417683483741 -18.787413921087939
  -2.081847121245715  -4.615470979588572  -6.956603528308907  -9.095449086631046 -11.048318318715260 -12.831325678545443 -14.459243129458798 -15.945560602252545 -17.302594778932274 -18.541591016536472
  -2.294076399843567  -4.839629019677648  -7.181339035069457  -9.320212548207838 -11.273083133567990 -13.056090558909453 -14.684008013155504 -16.170325485949249 -17.527359662628978 -18.766355900233176
  -2.150901980319876  -4.687657595653525  -7.028941751746854  -9.167794649291258 -11.120664236662835 -12.903671613692268 -14.531589065480583 -16.017906538274328 -17.374940714954061 -18.613936952558255
  -2.244746726509263  -4.784961111620492  -7.126412696604867  -9.265273699281765 -11.218143679017958 -13.001151075041527 -14.629068527796115 -16.115386000589861 -17.472420177269591 -18.711416414873788
  -2.160206817041256  -4.696129204959091  -7.037373014243118  -9.176223958622611 -11.129093451442643 -12.912100823894891 -14.540018275450356 -16.026335748244104 -17.383369924923834 -18.622366162528028
  -2.137853266377768  -4.672214542354344  -7.013382772756938  -9.152230058407977 -11.105099374111152 -12.888106737989279 -14.516024189108562 -16.002341661902307 -17.359375838582036 -18.598372076186234
  -2.229238210048337  -4.770263156735007  -7.111753988250110  -9.250616890828091 -11.203486962537360 -12.986494363013289 -14.614411815994378 -16.100729288788123 -17.457763465467856 -18.696759703072050
  -2.106801427532701  -4.638549142936143  -6.979590844152375  -9.118432004601166 -11.071301023786964 -12.854308373310861 -14.482225823699913 -15.968543296493660 -17.325577473173389 -18.564573710777587
  -2.156634078819475  -4.693851201175828  -7.035157698835323  -9.174011677921584 -11.126881317649955 -12.909888697213949 -14.537806149131205 -16.024123621924950 -17.381157798604679 -18.620154036208877
  -2.049249461713086  -4.579258917999923  -6.920216482318242  -9.059053569750120 -11.011922391763603 -12.794929731742508 -14.422847181645986 -15.909164654439733 -17.266198831119461 -18.505195068723658
  -2.263668128118918  -4.805095065749370  -7.146605348734449  -9.285469192946460 -11.238339310239668 -13.021346712922291 -14.649264166015639 -16.135581638809384 -17.492615815489113 -18.731612053093311
  -2.470787955553408  -5.021422669728944  -7.363378685584052  -9.502264107457751 -11.455135269312661 -13.238142722561889 -14.866060178227666 -16.352377651021413 -17.709411827701143 -18.948408065305340
  -2.053378843353766  -4.586405447952512  -6.927509087433472  -9.066353246276620 -11.019222410612894 -12.802229767163441 -14.430147217909953 -15.916464690703700 -17.273498867383427 -18.512495104987625
  -2.151776331000617  -4.688043986683164  -7.029304513406502  -9.168156267067236 -11.121025799064087 -12.904033173412863 -14.531950625064809 -16.018268097858556 -17.375302274538285 -18.614298512142483
  -2.111010586284171  -4.646973904707589  -6.988219706254062  -9.127070747077788 -11.079940244566627 -12.862947617244890 -14.490865068811853 -15.977182541605600 -17.334216718285330 -18.573212955889527
  -2.186849695445805  -4.722777601163059  -7.064021669872851  -9.202872626810990 -11.155742120238978 -12.938749492720657 -14.566666944277619 -16.052984417071364 -17.410018593751094 -18.649014831355291
