NEURON RESULTS 20

  0.02515363  0.01412994  0.00987012  0.00769944  0.00639987  0.00554125  0.00493561  0.00448793  0.00414517  0.00387696
 -1.59939938 -1.84985954 -2.00567763 -2.11354077 -2.19382854 -2.25639187 -2.30665897 -2.34795365 -2.38245743 -2.41150911

  0.01663952  0.00892082  0.00614483  0.00476820  0.00395342  0.00341795  0.00304117  0.00276298  0.00255007  0.00238285
 -1.77885918 -2.04959524 -2.21148978 -2.32164515 -2.40302675 -2.46623478 -2.51695950 -2.55862242 -2.59344800 -2.62290351


OUR RESULTS 20

  0.01104952  0.00708381  0.00495367  0.00384454  0.00318298  0.00274784  0.00244188  0.00221617  0.00204357  0.00190786
 -1.95665655 -2.14973330 -2.30507271 -2.41515603 -2.49716651 -2.56100865 -2.61227652 -2.65439707 -2.68961043 -2.71945352

  0.00461862  0.00246777  0.00168706  0.00130174  0.00107462  0.00092600  0.00082182  0.00074515  0.00068661  0.00064065
 -2.33548791 -2.60769457 -2.77287050 -2.88547498 -2.96874353 -3.03338995 -3.08522109 -3.12775676 -3.16328727 -3.19337944

NEURON RESULTS 30

  0.02092417  0.01222349  0.00857681  0.00669028  0.00555940  0.00481320  0.00428756  0.00389940  0.00360238  0.00337032
 -1.67935175 -1.91280474 -2.06667412 -2.17455563 -2.25497220 -2.31756620 -2.36778972 -2.40900208 -2.44341023 -2.47232852

  0.01390879  0.00752778  0.00518174  0.00401515  0.00332595  0.00287392  0.00255633  0.00232205  0.00214285  0.00200214
 -1.85671074 -2.12333311 -2.28552472 -2.39629809 -2.47808404 -2.54152541 -2.59238316 -2.63412933 -2.66900918 -2.69850517


OUR RESULTS 30

  0.00957467  0.00619909  0.00434647  0.00337249  0.00279088  0.00240871  0.00214026  0.00194234  0.00179104  0.00167209
 -2.01887598 -2.20767201 -2.36186376 -2.47204869 -2.55425844 -2.61821528 -2.66953445 -2.71167493 -2.74689491 -2.77673949

  0.00386000  0.00215969  0.00149268  0.00115372  0.00095244  0.00082063  0.00072828  0.00066034  0.00060849  0.00056777
 -2.41341318 -2.66560850 -2.82603293 -2.93790069 -3.02116078 -3.08585505 -3.13770241 -3.18023203 -3.21574786 -3.24582381

NEURON RESULTS 40

  0.00840949  0.00429125  0.00292359  0.00226235  0.00187592  0.00162381  0.00144712  0.00131697  0.00121750  0.00114027
 -2.07523022 -2.36741586 -2.53408310 -2.64543936 -2.72678499 -2.78946519 -2.83949429 -2.88042295 -2.91452964 -2.94299198

  0.00631992  0.00322407  0.00219769  0.00170097  0.00141042  0.00122069  0.00108767  0.00098965  0.00091471  0.00085642
 -2.19928847 -2.49159618 -2.65803386 -2.76930440 -2.85065055 -2.91339607 -2.96350273 -3.00452015 -3.03871868 -3.06731084


OUR RESULTS 40

  0.00206890  0.00142104  0.00100379  0.00078020  0.00064609  0.00055778  0.00049568  0.00044987  0.00041484  0.00038729
 -2.68426150 -2.84739415 -2.99835647 -3.10779516 -3.18970933 -3.25353699 -3.30479984 -3.34691532 -3.38212344 -3.41196172

  0.00090216  0.00049343  0.00033983  0.00026257  0.00021683  0.00018687  0.00016588  0.00015042  0.00013863  0.00012936
 -3.04471780 -3.30677165 -3.46873346 -3.58075142 -3.66388877 -3.72845688 -3.78021440 -3.82268231 -3.85815407 -3.88819692

NEURON RESULTS 50

  0.00683262  0.00341731  0.00231253  0.00178469  0.00147803  0.00127852  0.00113898  0.00103628  0.00095781  0.00089684
 -2.16541297 -2.46631586 -2.63591339 -2.74843693 -2.83031709 -2.89329115 -2.94348409 -2.98452408 -3.01872253 -3.04728558

  0.00511231  0.00256208  0.00173588  0.00134078  0.00111108  0.00096154  0.00085678  0.00077962  0.00072068  0.00067483
 -2.29138277 -2.59140778 -2.76048049 -2.87264277 -2.95425535 -3.01703057 -3.06712995 -3.10811581 -3.14225674 -3.17080241


