  -2.317819977878277  -4.861970321332588  -7.203634987718280  -9.342510939070957 -11.295383230611433 -13.078391334827463 -14.706309047293948 -16.192626616682315 -17.549660829227143 -18.788657079736666
  -2.082610650057796  -4.616742542252469  -6.957977449993258  -9.096849794010250 -11.049727775145566 -12.832738199505048 -14.460656745045043 -15.946974610956152 -17.304008929567306 -18.543005218242257
  -2.295130886063171  -4.841061208585952  -7.182854617931309  -9.321750238740004 -11.274627799201017 -13.057637580972761 -14.685555854121576 -16.171873615303451 -17.528907894530569 -18.767904168520040
  -2.152021608794610  -4.689143263911227  -7.030469490694853  -9.169327188923987 -11.122197563670467 -12.905205127702400 -14.533122634547896 -16.019440124502189 -17.376474306805289 -18.615470545927174
  -2.245474105848432  -4.786144280531914  -7.127676987555664  -9.266557884619688 -11.219434179550586 -13.002443762490183 -14.630361993059079 -16.116679744798958 -17.473714022150403 -18.712710295888414
  -2.160905591721972  -4.697329242215287  -7.038667480575225  -9.177541386314347 -11.130418006214118 -12.913427807577127 -14.541346115326345 -16.027663893850896 -17.384698180752448 -18.623694457970871
  -2.139174245417511  -4.674062909332928  -7.015310783475705  -9.154173978245016 -11.107047649109706 -12.890056377598302 -14.517974278227603 -16.004291901845544 -17.361326129969729 -18.600322384960634
  -2.229721634494195  -4.771117912746582  -7.112674541557111  -9.251552193657879 -11.204426606450138 -12.987435432268578 -14.615353371891198 -16.101671013183978 -17.458705248863101 -18.697701506940682
  -2.107772399487720  -4.640061721446989  -6.981191315019190  -9.120052340392684 -11.072927461420839 -12.855936889194391 -14.483855067553421 -15.970172797047216 -17.327207064906958 -18.566203334697995
  -2.157291521879006  -4.695025779011723  -7.036444507792118  -9.175329000179060 -11.128208632088997 -12.911219500998016 -14.539138198791592 -16.025456120249455 -17.382490459561804 -18.621486756016491
  -2.050275597801257  -4.580852930692999  -6.921904759675074  -9.060763087681044 -11.013638381570926 -12.796647923612980 -14.424566148840853 -15.910883897430192 -17.267918173099652 -18.506914446059834
  -2.264573030169312  -4.806410302670534  -7.147999423882402  -9.286882314870532 -11.239758237211017 -13.022767582549351 -14.650685709882993 -16.137003420285488 -17.494037681635625 -18.733033949288227
  -2.471380621650944  -5.022372831975543  -7.364418749337767  -9.503331532285744 -11.456212048325659 -13.239222809973210 -14.867141448730196 -16.353459346539886 -17.710493676456313 -18.949489969168393
  -2.054004458484799  -4.587595438064958  -6.928810758028780  -9.067684289572174 -11.020563000622145 -12.803573663041071 -14.431492278664813 -15.917810164098876 -17.274844487825721 -18.513840777720954
  -2.153167654154087  -4.689917599679648  -7.031261649411888  -9.170132811749244 -11.123008287247599 -12.906017673098480 -14.533935827798985 -16.020253548930068 -17.377287814114638 -18.616284083093348
  -2.111869026631823  -4.648248940200367  -6.989566447459091  -9.128433844875786 -11.081308468405716 -12.864317644370679 -14.492235751223621 -15.978553463725767 -17.335587728497973 -18.574583998173637
  -2.187488319836406  -4.723827808480016  -7.065127747321203  -9.203988033325315 -11.156859864665803 -12.939867963381603 -14.567785659197268 -16.054103216011040 -17.411137422111146 -18.650133669754975
  -2.283570420207075  -4.824431504196478  -7.166002905230264  -9.304895843709598 -11.257776272203389 -13.040787308307912 -14.668706055405554 -16.155023992206186 -17.512058336285918 -18.751054634211563
  -2.142442764939686  -4.676131893250034  -7.017279022485149  -9.156122692487020 -11.108990411490174 -12.891997130516325 -14.519914337436500 -16.006231719127364 -17.363265862182629 -18.602262087033754
  -2.147772040367900  -4.683796632121375  -7.025085159028553  -9.163945854231212 -11.116817877631519 -12.899825981244739 -14.527743652139089 -16.014061190665590 -17.371095387063097 -18.610091630186421
  -2.047279677751059  -4.576082796564054  -6.917057965032193  -9.055914882386718 -11.008790742235346 -12.791800493097394 -14.419718781536414 -15.906036549029558 -17.263070830424049 -18.502067105144882
  -2.258371321235264  -4.801300455450116  -7.142926748963255  -9.281806624980012 -11.234680838562028 -13.017689580000724 -14.645607500891517 -16.131925140098936 -17.488959376592451 -18.727955635472650
  -2.191338634159709  -4.730550834400990  -7.071981646333810  -9.210846471519963 -11.163718028578183 -12.946725960866271 -14.574643597130658 -16.060961132775375 -17.417995331139618 -18.656991575902591
  -2.229559618393650  -4.767978019183492  -7.109430796270943  -9.248317988332255 -11.201198208188996 -12.984209268743689 -14.612128028728133 -16.098445969277893 -17.455480314133734 -18.694476612103291
  -1.967659711873385  -4.492536219196085  -6.833317805312994  -8.972164618603967 -10.925040007435291 -12.708049825220694 -14.335968172711894 -15.822285969927986 -17.179320264438566 -18.418316544609759
  -2.082557447256554  -4.617093110711241  -6.958306041938678  -9.097161800764397 -11.050033267651665 -12.833041294096674 -14.460958966978479 -15.947276515922272 -17.304310719311630 -18.543306966022929
  -2.150124080042757  -4.685048100652406  -7.026318633347135  -9.165191572832407 -11.118069085277375 -12.901079275942289 -14.528997723620293 -16.015315550140858 -17.372349853211269 -18.611346135839081
  -2.392343715514909  -4.940418290330237  -7.282254857242022  -9.421134072200420 -11.374004906282799 -13.157012399048885 -14.784929895852285 -16.271247389571183 -17.628281575264943 -18.867277816146913
  -2.366910673935562  -4.914372473231259  -7.256220917668475  -9.395112901903412 -11.347988135386494 -13.130997064414331 -14.758915040108967 -16.245232697629849 -17.602266940514632 -18.841263201674000
  -2.079394846306865  -4.610398178238135  -6.951464028389273  -9.090321639590226 -11.043196581234250 -12.826206026418527 -14.454124223993762 -15.940441963661945 -17.297476236131054 -18.536472507869643
  -2.215444325951411  -4.756065141004217  -7.097576694915301  -9.236449527467176 -11.189322812322537 -12.972331278876432 -14.600249096427302 -16.086566695504231 -17.443600916433521 -18.682597169313194
  -2.233468429270578  -4.775960837462366  -7.117601931364527  -9.256495650164569 -11.209375353077297 -12.992386131264752 -14.620304802159675 -16.106622717528190 -17.463657055806273 -18.702653352240564
  -1.991190647819586  -4.517463126358210  -6.858316288164263  -8.997166821892957 -10.950042133860084 -12.733051761585887 -14.360970007201939 -15.847287758902812 -17.204322034485934 -18.443318307078592
  -2.046271621461484  -4.576441735379845  -6.917430940392369  -9.056271609177442 -11.009140890800285 -12.792148280708526 -14.420065720474680 -15.906383179568216 -17.263417347977370 -18.502413581089147
  -2.215004807268708  -4.752818885117841  -7.094215432621494  -9.233090302599608 -11.185966527047665 -12.968976186845358 -14.596894448062795 -16.083212209852647 -17.440246490311811 -18.679242764976610
